Job ID	Agency	Posting Type	Full-Time/Part-Time indicator	Career Level	Salary Range From	Salary Range To	Salary Frequency	Posting Date
626064	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Manager	100000.0	153107.0	Annual	02/06/2024
629287	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Entry-Level	56313.0	64760.0	Annual	03/15/2024
621876	BRONX DISTRICT ATTORNEY	Internal	Full-Time	Manager	91768.0	91768.0	Annual	01/03/2024
627977	ADMIN TRIALS AND HEARINGS	External	Part-Time	Experienced (non-manager)	55.39	57.99	Hourly	04/09/2024
643113	CONSUMER AND WORKER PROTECTION	External	Full-Time	Experienced (non-manager)	17.45	22.4	Hourly	07/22/2024
631727	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	58682.0	159671.0	Annual	04/29/2024
624184	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	98470.0	133496.0	Annual	04/03/2024
638214	HOUSING PRESERVATION & DVLPMNT	Internal	Full-Time	Experienced (non-manager)	70259.0	80798.0	Annual	06/12/2024
581014	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	85371.0	109990.0	Annual	04/08/2023
588033	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Entry-Level	298.24	347.2	Daily	06/15/2023
638058	TECHNOLOGY & INNOVATION	External	Full-Time	Experienced (non-manager)	86101.0	110000.0	Annual	06/20/2024
644005	NYC HOUSING AUTHORITY	External	Full-Time	Experienced (non-manager)	60.33	60.33	Hourly	08/02/2024
635950	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Experienced (non-manager)	81571.0	93807.0	Annual	05/20/2024
487203	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	36390.0	41848.0	Annual	09/30/2021
639565	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	100743.0	115854.0	Annual	06/27/2024
586181	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	50972.0	82730.0	Annual	05/22/2023
597590	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Part-Time	Experienced (non-manager)	23.39	27.62	Hourly	08/24/2023
635621	DEPARTMENT OF FINANCE	External	Full-Time	Manager	140000.0	155000.0	Annual	05/24/2024
597592	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	56313.0	64760.0	Annual	08/17/2023
580604	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	92194.0	119610.0	Annual	04/08/2023
623018	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	88026.0	122295.0	Annual	04/30/2024
642194	DISTRICT ATTORNEY KINGS COUNTY	Internal	Full-Time	Experienced (non-manager)	60889.0	94521.0	Annual	08/01/2024
640121	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	77158.0	114887.0	Annual	07/30/2024
642944	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	62370.0	71726.0	Annual	07/25/2024
632183	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	38966.0	45015.0	Annual	04/02/2024
590406	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	50972.0	82730.0	Annual	07/14/2023
629512	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	64137.0	73758.0	Annual	03/14/2024
640153	CONSUMER AND WORKER PROTECTION	External	Full-Time	Experienced (non-manager)	45040.0	52242.0	Annual	07/03/2024
573208	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	58700.0	173486.0	Annual	02/15/2023
634260	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	51528.0	59257.0	Annual	04/29/2024
643848	DEPARTMENT OF CORRECTION	External	Full-Time	Experienced (non-manager)	60889.0	70022.0	Annual	07/26/2024
620362	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	74041.0	85147.0	Annual	01/02/2024
634284	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Manager	78721.0	209971.0	Annual	06/13/2024
645896	CONSUMER AND WORKER PROTECTION	External	Full-Time	Experienced (non-manager)	92283.0	92283.0	Annual	08/08/2024
639128	LAW DEPARTMENT	Internal	Full-Time	Experienced (non-manager)	49492.0	212614.0	Annual	06/24/2024
643669	OFFICE OF THE COMPTROLLER	Internal	Full-Time	Manager	180000.0	200000.0	Annual	07/24/2024
633146	DEPT OF HEALTH/MENTAL HYGIENE	External	Part-Time	Student	15.5	19.9	Hourly	04/19/2024
626608	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	64922.0	136591.0	Annual	02/21/2024
639563	DEPARTMENT OF CORRECTION	External	Full-Time	Experienced (non-manager)	59116.0	67983.0	Annual	06/28/2024
618224	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	81571.0	93807.0	Annual	12/04/2023
626709	DEPT OF YOUTH & COMM DEV SRVS	External	Full-Time	Experienced (non-manager)	59116.0	91768.0	Annual	06/12/2024
644646	NYC HOUSING AUTHORITY	External	Full-Time	Experienced (non-manager)	42723.0	69243.0	Annual	08/07/2024
625614	DEPT OF HEALTH/MENTAL HYGIENE	External	Part-Time	Experienced (non-manager)	79.23	79.23	Hourly	02/01/2024
640134	OFFICE OF MANAGEMENT & BUDGET	Internal	Full-Time	Experienced (non-manager)	74893.0	95208.0	Annual	07/03/2024
607318	DEPT OF CITYWIDE ADMIN SVCS	External	Full-Time	Manager	85000.0	100000.0	Annual	07/22/2024
561622	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	80557.0	111917.0	Annual	11/25/2022
636823	BUSINESS INTEGRITY COMMISSION	Internal	Full-Time	Experienced (non-manager)	105000.0	130000.0	Annual	05/22/2024
619980	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Experienced (non-manager)	88026.0	101230.0	Annual	12/20/2023
597843	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	94715.0	136260.0	Annual	08/10/2023
633936	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	82506.0	94882.0	Annual	04/19/2024
589025	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	399.68	399.68	Daily	06/14/2023
617805	DISTRICT ATTORNEY-MANHATTAN	External	Full-Time	Experienced (non-manager)	48909.0	48909.0	Annual	03/29/2024
635845	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	70087.0	70087.0	Annual	05/14/2024
620791	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Manager	87277.0	208826.0	Annual	12/20/2023
637630	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	06/13/2024
627726	NYC HOUSING AUTHORITY	External	Full-Time	Experienced (non-manager)	108156.0	108156.0	Annual	05/23/2024
637920	DEPT OF CITYWIDE ADMIN SVCS	External	Full-Time	Executive	140000.0	150000.0	Annual	06/11/2024
625842	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	57976.0	84276.0	Annual	04/12/2024
643030	OFFICE OF CRIMINAL JUSTICE	External	Full-Time	Experienced (non-manager)	66066.0	175000.0	Annual	07/21/2024
640246	CIVILIAN COMPLAINT REVIEW BD	External	Full-Time	Manager	66066.0	181807.0	Annual	08/07/2024
615686	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Entry-Level	92301.0	114637.0	Annual	11/09/2023
546011	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	80931.0	208826.0	Annual	08/22/2022
623710	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	61237.0	82302.0	Annual	03/18/2024
623679	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	58700.0	120000.0	Annual	01/18/2024
614691	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Manager	80931.0	208826.0	Annual	11/27/2023
596617	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Entry-Level	45329.0	52128.0	Annual	08/03/2023
622660	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Entry-Level	62370.0	93587.0	Annual	03/11/2024
637485	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	70087.0	70087.0	Annual	05/31/2024
619580	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Entry-Level	56181.0	64608.0	Annual	12/12/2023
634164	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	57976.0	66672.0	Annual	04/22/2024
638893	HOUSING PRESERVATION & DVLPMNT	External	Full-Time	Experienced (non-manager)	53000.0	53000.0	Annual	06/20/2024
621448	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	79798.0	91768.0	Annual	12/28/2023
580556	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	39779.0	61438.0	Annual	03/28/2023
636368	ADMIN TRIALS AND HEARINGS	Internal	Full-Time	Experienced (non-manager)	100053.0	100053.0	Annual	05/16/2024
615367	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Manager	64922.0	173486.0	Annual	11/27/2023
624201	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	98470.0	133496.0	Annual	01/26/2024
596393	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	94543.0	94543.0	Annual	08/03/2023
640697	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	51816.0	59588.0	Annual	07/31/2024
568594	OFFICE OF LABOR RELATIONS	External	Full-Time	Executive	80931.0	208826.0	Annual	01/11/2023
637385	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	59116.0	70087.0	Annual	05/30/2024
618344	NYC HOUSING AUTHORITY	Internal	Full-Time	Manager	92301.0	121296.0	Annual	12/05/2023
639185	CONSUMER AND WORKER PROTECTION	Internal	Full-Time	Experienced (non-manager)	45040.0	52242.0	Annual	06/25/2024
594462	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	07/25/2023
638662	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	06/21/2024
594373	NYC HOUSING AUTHORITY	Internal	Full-Time	Experienced (non-manager)	93288.0	120190.0	Annual	08/02/2023
589982	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	59116.0	79568.0	Annual	06/21/2023
636587	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	63962.0	75000.0	Annual	05/21/2024
554199	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	54100.0	83981.0	Annual	10/11/2022
530408	HOUSING PRESERVATION & DVLPMNT	Internal	Full-Time	Experienced (non-manager)	53563.0	61598.0	Annual	04/28/2022
643195	DEPARTMENT OF CORRECTION	Internal	Full-Time	Experienced (non-manager)	93596.0	125000.0	Annual	07/22/2024
638950	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	39763.0	64420.0	Annual	07/07/2024
585649	DEPARTMENT OF CORRECTION	External	Full-Time	Executive	195000.0	225000.0	Annual	05/05/2023
582594	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Student	15.93	24.73	Hourly	04/12/2023
638048	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	59116.0	67983.0	Annual	06/13/2024
636627	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	70087.0	77097.0	Annual	05/20/2024
645610	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	103497.0	116026.0	Annual	08/07/2024
544326	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	53702.0	148745.0	Annual	09/14/2022
631775	CULTURAL AFFAIRS	Internal	Part-Time	Student	15.93	15.93	Hourly	06/15/2024
579996	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	85371.0	119883.0	Annual	04/08/2023
629437	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Manager	78721.0	209971.0	Annual	04/30/2024
550935	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	90114.0	122168.0	Annual	09/14/2022
634802	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	66430.0	99694.0	Annual	04/30/2024
564205	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	90114.0	122168.0	Annual	12/13/2022
592239	HOUSING PRESERVATION & DVLPMNT	External	Full-Time	Experienced (non-manager)	71726.0	71726.0	Annual	07/07/2023
578871	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	51340.0	78045.0	Annual	03/24/2023
634989	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Manager	78721.0	209971.0	Annual	05/10/2024
614023	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Entry-Level	53526.0	61555.0	Annual	04/30/2024
638724	OFFICE OF MANAGEMENT & BUDGET	Internal	Full-Time	Entry-Level	58851.0	58851.0	Annual	06/20/2024
638712	OFFICE OF MANAGEMENT & BUDGET	Internal	Full-Time	Entry-Level	74893.0	84257.0	Annual	06/20/2024
646124	BRONX DISTRICT ATTORNEY	External	Full-Time	Manager	185500.0	199000.0	Annual	08/11/2024
590384	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Entry-Level	45329.0	72378.0	Annual	07/04/2023
640259	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	82506.0	97728.0	Annual	08/02/2024
633880	TAXI & LIMOUSINE COMMISSION	External	Part-Time	Student	15.5	16.0	Hourly	04/19/2024
637491	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	82506.0	94882.0	Annual	06/17/2024
633832	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	58682.0	127720.0	Annual	04/18/2024
561643	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	80557.0	111917.0	Annual	11/25/2022
628633	DEPARTMENT OF CITY PLANNING	Internal	Full-Time	Experienced (non-manager)	71255.0	81943.0	Annual	03/04/2024
619887	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Entry-Level	63962.0	75000.0	Annual	12/13/2023
634455	DEPT. OF HOMELESS SERVICES	External	Full-Time	Experienced (non-manager)	36955.0	53264.0	Annual	06/07/2024
636027	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Entry-Level	64608.0	64608.0	Annual	05/22/2024
636703	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	63962.0	75000.0	Annual	05/21/2024
633730	DEPT OF PARKS & RECREATION	External	Full-Time	Experienced (non-manager)	74041.0	85147.0	Annual	07/26/2024
634348	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	78046.0	116957.0	Annual	06/18/2024
628138	DEPARTMENT FOR THE AGING	Internal	Full-Time	Experienced (non-manager)	67738.0	77899.0	Annual	06/12/2024
626127	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	51785.0	73238.0	Annual	02/22/2024
642352	NYC HOUSING AUTHORITY	External	Full-Time	Manager	81083.0	140000.0	Annual	07/31/2024
597711	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	08/11/2023
627302	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Entry-Level	56313.0	64760.0	Annual	02/20/2024
526598	ADMIN FOR CHILDREN'S SVCS	External	Full-Time	Manager	58700.0	102226.0	Annual	06/30/2022
644442	DISTRICT ATTORNEY KINGS COUNTY	Internal	Full-Time	Entry-Level	49615.0	49615.0	Annual	08/07/2024
635369	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	58682.0	108150.0	Annual	05/07/2024
540191	BRONX DISTRICT ATTORNEY	Internal	Full-Time	Experienced (non-manager)	80440.0	167610.0	Annual	07/13/2022
642349	FIRE DEPARTMENT	External	Full-Time	Manager	91090.0	235036.0	Annual	07/17/2024
633832	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Experienced (non-manager)	58682.0	127720.0	Annual	04/18/2024
631598	DEPT OF YOUTH & COMM DEV SRVS	External	Part-Time	Student	15.5	19.9	Hourly	07/30/2024
645637	OFFICE OF MANAGEMENT & BUDGET	External	Full-Time	Entry-Level	74893.0	84257.0	Annual	08/07/2024
638160	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Manager	81638.0	110160.0	Annual	06/28/2024
642499	TECHNOLOGY & INNOVATION	Internal	Full-Time	Experienced (non-manager)	43143.0	50470.0	Annual	07/23/2024
640644	HOUSING PRESERVATION & DVLPMNT	Internal	Full-Time	Executive	150000.0	150000.0	Annual	07/09/2024
628934	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Entry-Level	81571.0	119554.0	Annual	03/18/2024
631938	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	56313.0	64760.0	Annual	06/11/2024
570682	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	94715.0	136260.0	Annual	02/01/2023
636902	DEPT OF CITYWIDE ADMIN SVCS	External	Full-Time	Experienced (non-manager)	51816.0	59588.0	Annual	07/30/2024
623231	ADMIN FOR CHILDREN'S SVCS	Internal	Full-Time	Executive	106729.0	241434.0	Annual	01/15/2024
631919	DEPARTMENT OF TRANSPORTATION	External	Part-Time	Student	15.5	19.9	Hourly	04/03/2024
632635	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Manager	70940.0	150080.0	Annual	04/15/2024
636236	BRONX DISTRICT ATTORNEY	External	Full-Time	Experienced (non-manager)	80000.0	85000.0	Annual	05/15/2024
645761	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	75000.0	180000.0	Annual	08/08/2024
469953	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	58152.0	71556.0	Annual	07/26/2021
642020	OFFICE OF EMERGENCY MANAGEMENT	External	Full-Time	Experienced (non-manager)	76385.0	76385.0	Annual	07/19/2024
644647	DEPARTMENT OF BUILDINGS	External	Full-Time	Experienced (non-manager)	90667.0	129187.0	Annual	07/31/2024
643821	TAX COMMISSION	Internal	Full-Time	Manager	91090.0	235036.0	Annual	08/09/2024
634273	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	51528.0	59257.0	Annual	04/29/2024
638378	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	80387.0	90000.0	Annual	06/13/2024
558344	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Manager	64922.0	173486.0	Annual	11/15/2022
643343	DISTRICT ATTORNEY-MANHATTAN	External	Full-Time	Entry-Level	50470.0	50470.0	Annual	07/23/2024
636587	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	63962.0	75000.0	Annual	05/21/2024
626547	CAMPAIGN FINANCE BOARD	External	Full-Time	Experienced (non-manager)	110000.0	115000.0	Annual	02/13/2024
588960	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	81571.0	119554.0	Annual	09/08/2023
637143	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	98470.0	133496.0	Annual	05/29/2024
638143	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	51528.0	59257.0	Annual	06/13/2024
605529	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	61206.0	84805.0	Annual	09/26/2023
634069	ADMIN TRIALS AND HEARINGS	External	Full-Time	Experienced (non-manager)	100000.0	110000.0	Annual	04/22/2024
601673	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	58682.0	90000.0	Annual	12/06/2023
627824	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	55816.0	76862.0	Annual	02/23/2024
611076	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	92301.0	106146.0	Annual	10/17/2023
588639	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	58695.0	89699.0	Annual	05/26/2023
631991	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	86101.0	86101.0	Annual	03/29/2024
614392	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	43074.0	55904.0	Annual	02/15/2024
643644	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	81659.0	176512.0	Annual	08/05/2024
643644	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	81659.0	176512.0	Annual	08/05/2024
644012	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Experienced (non-manager)	68262.0	78501.0	Annual	07/30/2024
644560	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	58377.0	92389.0	Annual	08/07/2024
642837	NYC HOUSING AUTHORITY	Internal	Full-Time	Entry-Level	32.76	34.04	Hourly	08/07/2024
623667	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	49033.0	52545.0	Annual	01/23/2024
645800	DEPT OF PARKS & RECREATION	External	Full-Time	Experienced (non-manager)	76262.0	87701.0	Annual	08/09/2024
626603	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	04/30/2024
624321	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	49033.0	52545.0	Annual	01/29/2024
583088	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	45193.0	77500.0	Annual	04/23/2023
636229	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	56677.0	89698.0	Annual	05/16/2024
636781	FINANCIAL INFO SVCS AGENCY	Internal	Full-Time	Experienced (non-manager)	80000.0	85000.0	Annual	05/22/2024
629754	DEPT OF DESIGN & CONSTRUCTION	External	Full-Time	Manager	70940.0	144900.0	Annual	03/13/2024
620705	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	94715.0	94715.0	Annual	12/20/2023
626553	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Entry-Level	39763.0	64420.0	Annual	05/08/2024
633864	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	78745.0	133496.0	Annual	04/29/2024
541999	BRONX DISTRICT ATTORNEY	Internal	Full-Time	Experienced (non-manager)	80000.0	80000.0	Annual	07/22/2022
556468	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	62.88	62.88	Hourly	10/25/2022
592848	NYC HOUSING AUTHORITY	Internal	Full-Time	Experienced (non-manager)	61010.0	81050.0	Annual	08/30/2023
580350	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	64140.0	77609.0	Annual	03/28/2023
633146	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Part-Time	Student	15.5	19.9	Hourly	04/19/2024
607677	DEPT OF CITYWIDE ADMIN SVCS	External	Full-Time	Entry-Level	67972.0	78168.0	Annual	08/12/2024
598288	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	62370.0	93587.0	Annual	08/18/2023
633099	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	49961.0	49961.0	Annual	04/12/2024
639656	CIVILIAN COMPLAINT REVIEW BD	External	Full-Time	Entry-Level	47601.0	47601.0	Annual	08/07/2024
644814	BOROUGH PRESIDENT-BRONX	Internal	Full-Time	Entry-Level	43143.0	71800.0	Annual	08/05/2024
616517	ADMIN TRIALS AND HEARINGS	External	Full-Time	Experienced (non-manager)	100000.0	120000.0	Annual	04/25/2024
624228	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	70611.0	105138.0	Annual	01/25/2024
625129	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	66075.0	74665.0	Annual	06/08/2024
636930	NYC HOUSING AUTHORITY	External	Full-Time	Experienced (non-manager)	74198.0	95000.0	Annual	06/05/2024
598337	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	75000.0	160000.0	Annual	08/21/2023
603531	DEPT OF HEALTH/MENTAL HYGIENE	Internal	Full-Time	Experienced (non-manager)	82506.0	102472.0	Annual	09/08/2023
616634	HRA/DEPT OF SOCIAL SERVICES	Internal	Full-Time	Experienced (non-manager)	58695.0	67499.0	Annual	11/20/2023
571810	DEPT OF ENVIRONMENT PROTECTION	Internal	Full-Time	Experienced (non-manager)	67757.0	98128.0	Annual	02/27/2023
639193	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Experienced (non-manager)	62370.0	71726.0	Annual	06/25/2024
640136	DEPT OF DESIGN & CONSTRUCTION	Internal	Full-Time	Manager	91090.0	186763.0	Annual	07/08/2024
626427	ADMIN FOR CHILDREN'S SVCS	External	Full-Time	Executive	80931.0	208826.0	Annual	02/08/2024
579982	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Entry-Level	51413.0	59125.0	Annual	03/24/2023
629967	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	77158.0	114887.0	Annual	03/14/2024
629967	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	77158.0	114887.0	Annual	03/14/2024
637452	DEPARTMENT OF TRANSPORTATION	External	Full-Time	Experienced (non-manager)	82506.0	103548.0	Annual	06/13/2024
627406	TAXI & LIMOUSINE COMMISSION	External	Full-Time	Experienced (non-manager)	43728.0	68645.0	Annual	02/21/2024
629820	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	58682.0	159671.0	Annual	03/14/2024
556745	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Experienced (non-manager)	74773.0	76650.0	Annual	10/20/2022
622988	DEPARTMENT OF TRANSPORTATION	Internal	Full-Time	Experienced (non-manager)	58700.0	173486.0	Annual	01/18/2024
617318	DEPT OF HEALTH/MENTAL HYGIENE	External	Full-Time	Experienced (non-manager)	51528.0	59257.0	Annual	11/30/2023
607046	DEPARTMENT OF CITY PLANNING	Internal	Full-Time	Experienced (non-manager)	115854.0	130701.0	Annual	09/25/2023
534769	HRA/DEPT OF SOCIAL SERVICES	External	Full-Time	Experienced (non-manager)	53057.0	61015.0	Annual	06/09/2022
645886	TAXI & LIMOUSINE COMMISSION	Internal	Full-Time	Experienced (non-manager)	70228.0	80763.0	Annual	08/08/2024
636724	DEPT OF ENVIRONMENT PROTECTION	External	Full-Time	Manager	103497.0	148895.0	Annual	06/10/2024
632616	CAMPAIGN FINANCE BOARD	Internal	Full-Time	Experienced (non-manager)	90000.0	100000.0	Annual	04/05/2024
